SRN,name,gender,phone_1,phone_2,DOB,admission_date,email,blood_grp,guardian,mother,PIN,street,city,Aadhar_no,state,photo,UID,password,class_no,section_no
1218,Tyler Lynch,M,8528362181,9074070828,2002-06-16,2011-04-10,Tyler.Lynch.0805@school.ac.in,A+,Martin Hopkins,Oliver Maxwell,159494,"16,Shubhash nagar",Nautanwa,524205000000.0,Uttar Pradesh,,stu1218,48474548,9,2
1219,Peter Poulton,M,9726840314,8157373209,2012-09-04,2006-01-23,Peter.Poulton.3674@school.ac.in,O+,Rosalee Gordon,Ron Wood,354265,"20,Sadar colony",Azamgarh,96834940868.0,Uttar Pradesh,,stu1219,59419473,9,2
1220,Samantha Fleming,F,7973418989,8891415711,2003-02-14,2003-04-06,Samantha.Fleming.0950@school.ac.in,O-,Rachael Callan,Anabel Whitmore,176318,"37,shastri nagar",Sirsi,305289000000.0,Uttar Pradesh,,stu1220,31130097,9,2
1221,Benjamin London,M,9735255221,7344206444,2010-06-14,2005-09-29,Benjamin.London.1751@school.ac.in,O-,Valentina Wallace,Summer Lynn,159494,"14,Mohan lal colony",Nautanwa,148490000000.0,Uttar Pradesh,,stu1221,46521682,9,3
1222,Noemi Roth,F,9710764011,8386478787,2003-07-18,2002-02-09,Noemi.Roth.9299@school.ac.in,O-,Martin Emerson,Domenic Norton,159494,"46,Shubhash nagar",Nautanwa,470625000000.0,Uttar Pradesh,,stu1222,56969179,9,3
1223,Peyton Weasley,F,8562960983,8704487853,2004-10-03,2007-09-01,Peyton.Weasley.2056@school.ac.in,A+,Denny Boden,Gwenyth Blackwall,363624,"1,Ram nagar",Sadabad,919935000000.0,Uttar Pradesh,,stu1223,5692896,9,3
1224,Leanne Griffiths,F,9364652757,8698243684,2006-10-14,2010-02-20,Leanne.Griffiths.4224@school.ac.in,B-,Ciara Alldridge,Adela Gaynor,363624,"21,Lanka",Sadabad,538605000000.0,Uttar Pradesh,,stu1224,7253101,9,3
1225,Wade Gray,M,9507338610,7544081224,2010-12-11,2002-03-22,Wade.Gray.2968@school.ac.in,AB-,Hayden Slater,Benjamin Reyes,715128,"13,Laxmi nagar",Pilkhuwa,593131000000.0,Uttar Pradesh,,stu1225,88061199,9,3
1226,Rufus Rothwell,M,7397110250,7122116766,2003-01-01,2008-03-23,Rufus.Rothwell.4299@school.ac.in,B+,Melanie Rogers,Mavis Wade,834591,"32,Sadar colony",Najibabad,521606000000.0,Uttar Pradesh,,stu1226,76977891,9,3
1227,Jacob Button,M,9870556286,8642999378,2011-06-18,2010-12-02,Jacob.Button.4587@school.ac.in,B-,Harriet Ebbs,Melinda Eddison,159494,"5,Shubhash nagar",Nautanwa,62366628425.0,Uttar Pradesh,,stu1227,22107925,9,3
1228,Brad Woodley,M,7989608546,9558544759,2004-08-09,2004-02-25,Brad.Woodley.0061@school.ac.in,B-,Julius Gibbons,Penelope Lakey,767202,"49,shastri nagar",Robertsganj,15243588945.0,Uttar Pradesh,,stu1228,93583174,9,3
1229,Wade Gray,M,8689786741,7521001383,2008-10-27,2011-10-05,Wade.Gray.3428@school.ac.in,B-,Aisha Pearce,Danny Pratt,381636,"42,Gandhi nagar",Sandila,591290000000.0,Uttar Pradesh,,stu1229,48520779,9,3
1230,Judith Aldridge,F,7876399565,8893677077,2006-09-30,2008-11-08,Judith.Aldridge.6120@school.ac.in,A-,Holly Archer,Bart Dempsey,409985,"26,Laxmi nagar",Orai,662644000000.0,Uttar Pradesh,,stu1230,22243404,9,3
1231,Maxwell Vallins,M,8416956711,9752792013,2003-03-03,2006-12-20,Maxwell.Vallins.1448@school.ac.in,B-,Benny Burge,Josh Foxley,176318,"26,Bhelupur",Sirsi,57877999102.0,Uttar Pradesh,,stu1231,76001249,9,3
1232,Marjorie London,F,9033906546,9135232657,2003-08-14,2011-04-15,Marjorie.London.6910@school.ac.in,B+,Rachael Callan,Abdul Snell,715128,"48,Gandhi nagar",Pilkhuwa,573452000000.0,Uttar Pradesh,,stu1232,16212408,9,3
1233,Russel Swan,M,7662887524,9919598556,2010-06-27,2012-05-25,Russel.Swan.1782@school.ac.in,AB+,Celia Pitt,Fred Flack,162998,"21,Metro colony",Thana Bhawan,52293614482.0,Uttar Pradesh,,stu1233,96135907,9,3
1234,Ilona Thompson,F,8593627714,8423220949,2010-11-29,2010-04-20,Ilona.Thompson.9212@school.ac.in,AB+,Matthew Robe,Havana Dallas,228535,"29,Sigra",Reoti,118251000000.0,Uttar Pradesh,,stu1234,85013998,9,3
1235,Michaela Dunbar,F,7748626486,7967087355,2007-06-01,2012-01-13,Michaela.Dunbar.1056@school.ac.in,B-,Eduardo Shelton,Vicky Pitt,363624,"48,Metro colony",Sadabad,102751000000.0,Uttar Pradesh,,stu1235,15021210,9,3
1236,Norah Notman,F,8463628206,9859085667,2011-06-25,2002-03-11,Norah.Notman.0889@school.ac.in,AB+,Quinn Goodman,William Hunter,159494,"42,Sadar colony",Nautanwa,835746000000.0,Uttar Pradesh,,stu1236,26139600,9,3
1237,Leroy Moss,M,8456522053,9998370059,2012-08-13,2011-04-14,Leroy.Moss.6984@school.ac.in,O-,Evie Dixon,Aiden Mullins,381636,"40,Bhelupur",Sandila,828973000000.0,Uttar Pradesh,,stu1237,50590906,9,3
1238,Erica Knight,F,9309755292,7407633893,2004-11-05,2003-05-20,Erica.Knight.8084@school.ac.in,AB-,Alan Pickard,Marjorie Snow,354265,"13,Sigra",Azamgarh,257237000000.0,Uttar Pradesh,,stu1238,22948276,9,3
1239,Nick Mitchell,M,7098511173,9489062010,2011-10-15,2003-10-22,Nick.Mitchell.8367@school.ac.in,A-,Carmella Lunt,Mayleen Beal,363624,"24,Ram nagar",Sadabad,781297000000.0,Uttar Pradesh,,stu1239,14265262,9,3
1240,Megan Seymour,F,9690981814,7601706658,2008-07-19,2005-07-07,Megan.Seymour.0518@school.ac.in,O-,Oliver Flett,Mike Dowson,518615,"17,Metro colony",Naraura,575168000000.0,Uttar Pradesh,,stu1240,62423351,9,3
1241,Dasha Hood,F,9598150686,9719591213,2006-04-02,2008-01-28,Dasha.Hood.6360@school.ac.in,B+,Chuck Nurton,Cassandra Eastwood,988782,"41,Metro colony",Shahganj,810621000000.0,Uttar Pradesh,,stu1241,79943040,10,1
1242,Marvin Robinson,M,7889686306,9651577946,2003-07-15,2003-01-01,Marvin.Robinson.3733@school.ac.in,B-,Joy Santos,Jane Collins,363624,"9,Shubhash nagar",Sadabad,232375000000.0,Uttar Pradesh,,stu1242,61511533,10,1
1243,Mina Driscoll,F,8741150585,9808725450,2008-11-06,2010-08-26,Mina.Driscoll.2554@school.ac.in,B-,Chad Saunders,Esmeralda Reid,715128,"3,Shubhash nagar",Pilkhuwa,636184000000.0,Uttar Pradesh,,stu1243,89687858,10,1
1244,George Rogers,M,8119168072,9776810050,2003-02-26,2002-04-15,George.Rogers.3992@school.ac.in,O-,Ron Ranks,Johnathan Rehman,409985,"36,Sadar colony",Orai,178823000000.0,Uttar Pradesh,,stu1244,41036008,10,1
1245,Hayden Bingham,M,7658765380,7058809472,2012-11-19,2011-03-18,Hayden.Bingham.6377@school.ac.in,B-,Alba Powell,Boris Partridge,580817,"1,Metro colony",Varanasi,735342000000.0,Uttar Pradesh,,stu1245,23957520,10,1
1246,Boris Owen,M,9573416766,7308305777,2004-11-23,2012-10-24,Boris.Owen.7179@school.ac.in,AB-,Winnie Mccall,Johnny Isaac,580817,"22,Bhelupur",Varanasi,467368000000.0,Uttar Pradesh,,stu1246,76526368,10,1
1247,Savannah Drew,F,9260601677,8074973105,2011-07-25,2008-03-05,Savannah.Drew.0365@school.ac.in,AB-,Remy Rothwell,Joyce Needham,381636,"43,Sigra",Sandila,665135000000.0,Uttar Pradesh,,stu1247,57755552,10,1
1248,Aileen Webster,F,7156356458,8801674405,2011-05-05,2010-09-15,Aileen.Webster.9411@school.ac.in,B+,Barry Tanner,Lexi Button,553041,"40,Lanka",Safipur,150567000000.0,Uttar Pradesh,,stu1248,78769017,10,1
1249,Teagan Asher,F,8567779606,9727882113,2004-09-10,2009-04-25,Teagan.Asher.0299@school.ac.in,AB+,Russel Swan,Kieth Plant,162998,"28,shastri nagar",Thana Bhawan,876934000000.0,Uttar Pradesh,,stu1249,46329106,10,1
1250,Parker Hale,F,8331150366,7279518675,2011-11-25,2003-11-23,Parker.Hale.8677@school.ac.in,A-,Noah Parker,Alex Howard,518615,"25,Laxmi nagar",Naraura,819825000000.0,Uttar Pradesh,,stu1250,95093466,10,1
1251,Doug Gilmore,M,7248364042,9119412020,2010-01-20,2002-04-15,Doug.Gilmore.8444@school.ac.in,AB+,Johnny Michael,Chester Osmond,162998,"36,Bhelupur",Thana Bhawan,642047000000.0,Uttar Pradesh,,stu1251,98202235,10,1
1252,Benjamin Mitchell,M,7910174275,7172687804,2009-12-17,2003-06-06,Benjamin.Mitchell.5102@school.ac.in,A-,Remy Thompson,Michelle Dobson,176318,"20,Lanka",Sirsi,745499000000.0,Uttar Pradesh,,stu1252,93191951,10,1
1253,Leah Rycroft,F,8039994524,7048156462,2007-08-29,2011-10-16,Leah.Rycroft.9981@school.ac.in,AB-,Daniel Quinn,Sabina Jarvis,228535,"31,Ram nagar",Reoti,43623855030.0,Uttar Pradesh,,stu1253,16816514,10,1
1254,Chuck Rycroft,M,8292788839,8623729694,2012-12-06,2010-01-08,Chuck.Rycroft.8186@school.ac.in,B-,Anne Carter,Caitlyn Oakley,767202,"19,Metro colony",Robertsganj,219176000000.0,Uttar Pradesh,,stu1254,98973644,10,1
1255,Alexander Potts,M,7343437891,7824519961,2011-08-26,2012-11-17,Alexander.Potts.0801@school.ac.in,B+,Leroy Thomson,Valentina Wallace,159494,"21,Bhelupur",Nautanwa,149914000000.0,Uttar Pradesh,,stu1255,50790441,10,1
1256,Chad Higgs,M,8828721014,8542531327,2010-06-27,2004-07-28,Chad.Higgs.4147@school.ac.in,AB+,Sabina Jarvis,Kirsten Lowe,354265,"36,Sadar colony",Azamgarh,466330000000.0,Uttar Pradesh,,stu1256,24263490,10,1
1257,Logan Owens,M,7028614993,8899741589,2011-07-21,2007-07-05,Logan.Owens.4882@school.ac.in,O+,Doug Gilmore,Rowan Addley,354265,"1,Metro colony",Azamgarh,376641000000.0,Uttar Pradesh,,stu1257,32469380,10,1
1258,Joyce Needham,F,9803440911,9829238927,2004-05-24,2009-12-29,Joyce.Needham.1373@school.ac.in,O-,Cara Pearson,Henry Marshall,363624,"46,Bhelupur",Sadabad,10587214671.0,Uttar Pradesh,,stu1258,87469505,10,1
1259,Elena Clifford,F,7236945985,8267488555,2007-07-12,2005-12-19,Elena.Clifford.6356@school.ac.in,AB-,Julia Osman,Lillian Vaughn,176318,"19,Gandhi nagar",Sirsi,911438000000.0,Uttar Pradesh,,stu1259,88774545,10,1
1260,Anthony Hancock,M,9263674118,9825145680,2008-03-07,2011-04-15,Anthony.Hancock.2892@school.ac.in,AB-,Anthony Connell,Eduardo Haines,381636,"23,Mohan lal colony",Sandila,690553000000.0,Uttar Pradesh,,stu1260,64025088,10,1
1261,Georgia Antcliff,F,9058748709,7528987286,2003-05-21,2008-06-30,Georgia.Antcliff.3337@school.ac.in,A-,Diane Foxley,Cherish Powell,580817,"4,Mohan lal colony",Varanasi,816505000000.0,Uttar Pradesh,,stu1261,3517440,10,2
1262,Valerie Khan,F,9412580357,8544567246,2002-12-14,2011-05-18,Valerie.Khan.8728@school.ac.in,O+,Caleb Woods,Ryan Warren,354265,"42,Sadar colony",Azamgarh,471236000000.0,Uttar Pradesh,,stu1262,76343838,10,2
1263,Tom Woods,M,9056858189,8035928180,2003-04-04,2006-01-15,Tom.Woods.9317@school.ac.in,O+,Erick Whittle,Denis Barclay,553041,"45,Shubhash nagar",Safipur,268814000000.0,Uttar Pradesh,,stu1263,56616006,10,2
1264,Oliver Flett,M,8799779577,7984624899,2005-08-04,2006-10-15,Oliver.Flett.0032@school.ac.in,O+,Rhea Roberts,Carissa Hancock,363624,"36,Sigra",Sadabad,59874356713.0,Uttar Pradesh,,stu1264,55961223,10,2
1265,Rachael Callan,F,9027098370,7383037230,2009-12-19,2007-03-21,Rachael.Callan.7344@school.ac.in,AB+,Chloe Webster,Javier Adams,988782,"15,Sadar colony",Shahganj,299962000000.0,Uttar Pradesh,,stu1265,53245336,10,2
1266,Chuck Samuel,M,9413261584,8157399122,2010-06-03,2004-01-01,Chuck.Samuel.4770@school.ac.in,AB+,Dalia Robinson,Peter Curtis,381636,"46,Lanka",Sandila,625965000000.0,Uttar Pradesh,,stu1266,5352684,10,2
1267,Mary Whatson,F,8463325907,9070940972,2008-01-07,2007-07-14,Mary.Whatson.7197@school.ac.in,A-,Gil Owen,Christy Goldsmith,553041,"30,Lanka",Safipur,983294000000.0,Uttar Pradesh,,stu1267,52148239,10,2
1268,John Gibson,M,9329172255,7291473890,2011-06-11,2011-02-14,John.Gibson.8189@school.ac.in,AB+,Leroy Moss,Vanessa Holmes,354265,"2,Mohan lal colony",Azamgarh,581258000000.0,Uttar Pradesh,,stu1268,4640632,10,2
1269,Nicholas Judd,M,9264980608,8250456264,2004-02-09,2009-02-26,Nicholas.Judd.0012@school.ac.in,O-,Benny Mcnally,Melania Dwyer,354265,"32,Metro colony",Azamgarh,878996000000.0,Uttar Pradesh,,stu1269,27461663,10,2
1270,Aileen Steer,F,9993348353,8076538201,2012-09-29,2004-02-25,Aileen.Steer.3405@school.ac.in,O-,Nicholas Hunt,Mike Villiger,228535,"41,Mohan lal colony",Reoti,998704000000.0,Uttar Pradesh,,stu1270,3171322,10,2
1271,Parker Gallacher,F,7319862040,7485952717,2012-03-02,2005-12-16,Parker.Gallacher.2492@school.ac.in,A-,Emmanuelle Larsen,Cedrick Snell,767202,"49,Sigra",Robertsganj,151258000000.0,Uttar Pradesh,,stu1271,90263944,10,2
1272,Margot Lane,F,8522239435,9765592010,2003-11-02,2010-11-14,Margot.Lane.4326@school.ac.in,O+,Mark Salt,Ron Wood,553041,"17,Ram nagar",Safipur,391882000000.0,Uttar Pradesh,,stu1272,51133917,10,2
1273,Harmony Ventura,F,8462194036,8741660165,2005-03-15,2004-09-14,Harmony.Ventura.8445@school.ac.in,AB+,Janice Partridge,Denny Boden,834591,"1,Lanka",Najibabad,596637000000.0,Uttar Pradesh,,stu1273,10576197,10,2
1274,Johnny Norburn,M,7761511411,8346188090,2012-03-22,2012-05-28,Johnny.Norburn.9388@school.ac.in,A+,Beatrice Norton,Rocco Moran,223014,"46,Sigra",Sandi,956600000000.0,Uttar Pradesh,,stu1274,75846400,10,2
1275,Enoch Bullock,M,8066796199,9249116154,2004-10-23,2002-01-06,Enoch.Bullock.7309@school.ac.in,O+,Owen Moore,Carter Wilson,518615,"47,shastri nagar",Naraura,489234000000.0,Uttar Pradesh,,stu1275,48300128,10,2
1276,Mabel Freeburn,F,7433718534,7692101058,2012-06-09,2002-06-02,Mabel.Freeburn.1766@school.ac.in,AB+,Jayden Hogg,Macy Preston,767202,"32,Sadar colony",Robertsganj,953867000000.0,Uttar Pradesh,,stu1276,62817860,10,2
1277,Brad Evans,M,8181614639,7938668828,2002-11-25,2011-12-26,Brad.Evans.9635@school.ac.in,B+,Megan Seymour,Scarlett Stewart,162998,"30,Ram nagar",Thana Bhawan,934230000000.0,Uttar Pradesh,,stu1277,97082398,10,2
1278,Alice Kennedy,F,8393751426,9483842805,2002-08-17,2005-07-30,Alice.Kennedy.2577@school.ac.in,A-,Celia Pearson,Ilona Thompson,354265,"44,Sigra",Azamgarh,821048000000.0,Uttar Pradesh,,stu1278,68724503,10,2
1279,Ron Randall,M,7383558093,7759500203,2009-08-05,2002-09-04,Ron.Randall.0722@school.ac.in,O+,Payton Blythe,Nathan Sherry,176318,"43,Sigra",Sirsi,681397000000.0,Uttar Pradesh,,stu1279,26177875,10,2
1280,Aiden Baker,M,9421714499,9085065102,2008-04-22,2002-07-29,Aiden.Baker.9596@school.ac.in,O+,Chad Brock,Rowan Addley,228535,"7,Bhelupur",Reoti,136280000000.0,Uttar Pradesh,,stu1280,66604095,10,2
1281,Nate Nash,M,8704263240,7363102535,2010-07-07,2006-06-07,Nate.Nash.5064@school.ac.in,A+,Lauren Yoman,Kurt Ranks,715128,"40,Sigra",Pilkhuwa,788658000000.0,Uttar Pradesh,,stu1281,92931052,10,3
1282,Ethan Addis,M,9210998898,8335942176,2005-11-29,2005-01-28,Ethan.Addis.3990@school.ac.in,B+,William Drew,Rocco Moran,580817,"29,Sigra",Varanasi,331314000000.0,Uttar Pradesh,,stu1282,94722755,10,3
1283,Jacob Johnson,M,7342229920,7895356996,2006-06-06,2008-11-07,Jacob.Johnson.1069@school.ac.in,O+,Jayden Hogg,Chris Brett,381636,"43,Sadar colony",Sandila,454000000000.0,Uttar Pradesh,,stu1283,41516616,10,3
1284,Sadie Wheeler,F,7993137597,9400375801,2006-10-30,2003-10-18,Sadie.Wheeler.1250@school.ac.in,A-,Javier Clarke,Mike Villiger,409985,"29,Gandhi nagar",Orai,797143000000.0,Uttar Pradesh,,stu1284,50187738,10,3
1285,Barry Murray,M,9673854872,9909057838,2003-06-03,2003-11-19,Barry.Murray.0018@school.ac.in,B-,Florence Ralph,Michelle Dobson,409985,"22,Bhelupur",Orai,273724000000.0,Uttar Pradesh,,stu1285,34442562,10,3
1286,Denis Brown,M,7556650235,8861631815,2010-10-21,2002-10-04,Denis.Brown.5668@school.ac.in,A-,Danny Wigley,Dalia Bennett,518615,"20,Lanka",Naraura,678647000000.0,Uttar Pradesh,,stu1286,3598271,10,3
1287,Gladys Torres,F,8327366679,8435689936,2007-01-08,2002-04-24,Gladys.Torres.0389@school.ac.in,O+,Johnny Vollans,Maxwell Salt,363624,"5,Sadar colony",Sadabad,99838666170.0,Uttar Pradesh,,stu1287,47109790,10,3
1288,Luke Rees,M,8528250312,7390719239,2003-06-04,2002-07-06,Luke.Rees.8723@school.ac.in,AB-,Makenzie Doherty,Gabriel Ellis,715128,"2,Sadar colony",Pilkhuwa,32575030145.0,Uttar Pradesh,,stu1288,60152444,10,3
1289,Barney Avery,M,9974044236,9076652160,2005-02-11,2006-03-01,Barney.Avery.6110@school.ac.in,AB+,Ronald Farrant,Alexander Potts,715128,"3,Sadar colony",Pilkhuwa,7080314632.0,Uttar Pradesh,,stu1289,12437613,10,3
1290,Harmony Ventura,F,9113136687,8714898799,2003-02-05,2012-03-17,Harmony.Ventura.3997@school.ac.in,B-,Tyler Cooper,Sonya Mcguire,988782,"20,Sadar colony",Shahganj,232958000000.0,Uttar Pradesh,,stu1290,67801836,10,3
1291,Skylar Judd,F,9156160170,8039556634,2002-09-27,2009-02-19,Skylar.Judd.1283@school.ac.in,A+,Aisha Pearce,Vanessa Holmes,767202,"32,Sigra",Robertsganj,153706000000.0,Uttar Pradesh,,stu1291,14672727,10,3
1292,Bob Ogilvy,M,8423042138,9835377905,2005-12-20,2006-11-28,Bob.Ogilvy.5454@school.ac.in,O+,Nathan Wills,Cedrick Anderson,354265,"10,shastri nagar",Azamgarh,408098000000.0,Uttar Pradesh,,stu1292,41354850,10,3
1293,Adeline Butler,F,9181170664,8133199793,2005-10-26,2009-12-28,Adeline.Butler.0431@school.ac.in,O-,Elena Payne,Daron Bentley,162998,"46,Bhelupur",Thana Bhawan,346670000000.0,Uttar Pradesh,,stu1293,21567547,10,3
1294,Henry Fall,M,9541959354,7751289009,2004-10-02,2002-11-19,Henry.Fall.4723@school.ac.in,B+,Harriet Mcnally,Valentina Wallace,988782,"1,shastri nagar",Shahganj,164295000000.0,Uttar Pradesh,,stu1294,92056868,10,3
1295,Karen Noon,F,8906985919,7946182257,2003-10-27,2011-03-12,Karen.Noon.3915@school.ac.in,O-,Angelina Gordon,Doug Gilmore,767202,"27,shastri nagar",Robertsganj,595948000000.0,Uttar Pradesh,,stu1295,72632881,10,3
1296,Melody Bailey,F,8737127271,8758962023,2007-09-01,2004-05-05,Melody.Bailey.5422@school.ac.in,B+,Aiden Carson,Benny Tindall,363624,"19,Lanka",Sadabad,286400000000.0,Uttar Pradesh,,stu1296,12554368,10,3
1297,Ryan Noach,M,8030929739,9829850088,2010-11-16,2008-12-03,Ryan.Noach.5493@school.ac.in,AB+,Cedrick Anderson,Remy Thompson,228535,"33,Sigra",Reoti,343578000000.0,Uttar Pradesh,,stu1297,54933029,10,3
1298,Hanna Wilson,F,9107008461,8207604772,2010-03-12,2008-03-24,Hanna.Wilson.9792@school.ac.in,O+,Candace Veale,Jazmin Zaoui,767202,"12,Lanka",Robertsganj,975128000000.0,Uttar Pradesh,,stu1298,36744265,10,3
1299,Celina Gordon,F,9718311381,8452984933,2009-10-06,2003-01-16,Celina.Gordon.8316@school.ac.in,B-,Hank Morgan,Martin Thomas,381636,"25,shastri nagar",Sandila,673025000000.0,Uttar Pradesh,,stu1299,41945749,10,3
1300,Domenic Stone,M,8188732844,8173841133,2005-06-22,2006-08-26,Domenic.Stone.7913@school.ac.in,O+,Charlize Dwyer,Jack Pearce,159494,"49,Sigra",Nautanwa,829107000000.0,Uttar Pradesh,,stu1300,59309438,10,3
1301,Rufus Healy,M,7738651496,8435230373,2008-01-02,2009-04-22,Rufus.Healy.0621@school.ac.in,AB+,William Page ,Henry Russell,834591,"44,Ram nagar",Najibabad,473259000000.0,Uttar Pradesh,,stu1301,75213280,11,1
1302,Javier Saunders,M,7086357841,9013974376,2006-05-24,2009-01-16,Javier.Saunders.8431@school.ac.in,A-,Benjamin Young,Denny Skinner,409985,"30,Bhelupur",Orai,133887000000.0,Uttar Pradesh,,stu1302,40594734,11,1
1303,George Rowe,M,7228179896,7582615608,2004-11-23,2012-06-15,George.Rowe.1608@school.ac.in,AB-,Carmella Vollans,Kimberly Greenwood,553041,"18,Laxmi nagar",Safipur,350620000000.0,Uttar Pradesh,,stu1303,11880308,11,1
1304,Daniel Cooper,M,9734298423,9756481374,2007-08-21,2007-11-18,Daniel.Cooper.3245@school.ac.in,O+,Carla Sawyer,Ron Ranks,553041,"11,Sadar colony",Safipur,634321000000.0,Uttar Pradesh,,stu1304,88079456,11,1
1305,Harriet Mcnally,F,8504593422,7380889426,2012-02-28,2008-10-30,Harriet.Mcnally.9090@school.ac.in,AB+,Daniel Butler,Emmanuelle Larsen,767202,"9,Sigra",Robertsganj,815070000000.0,Uttar Pradesh,,stu1305,60525739,11,1
1306,Destiny Fowler,F,9245644675,7537337148,2012-02-15,2008-11-16,Destiny.Fowler.0980@school.ac.in,O-,Aeris Chapman,Clarissa Wild,715128,"41,Gandhi nagar",Pilkhuwa,833697000000.0,Uttar Pradesh,,stu1306,81238156,11,1
1307,Bart Bryant,M,7091600529,8217080250,2006-03-09,2004-01-06,Bart.Bryant.5216@school.ac.in,O+,Dasha Hood,Johnathan Dickson,834591,"18,Bhelupur",Najibabad,691736000000.0,Uttar Pradesh,,stu1307,37659605,11,1
1308,Eduardo Stevens,M,9969509004,9332111959,2007-11-23,2011-08-15,Eduardo.Stevens.2544@school.ac.in,A-,Aurelia May,Abbey Brooks,767202,"42,Mohan lal colony",Robertsganj,831299000000.0,Uttar Pradesh,,stu1308,14699335,11,1
1309,Sarah Abbot,F,9300178625,9019847844,2012-11-30,2003-04-18,Sarah.Abbot.3948@school.ac.in,AB-,Rosemary Butler,Remy Thompson,715128,"47,Bhelupur",Pilkhuwa,458951000000.0,Uttar Pradesh,,stu1309,52253034,11,1
1310,Megan Seymour,F,8651481279,7986946786,2012-10-25,2009-09-27,Megan.Seymour.1990@school.ac.in,O-,Hank Lloyd,Gwenyth Blackwall,363624,"5,Ram nagar",Sadabad,793474000000.0,Uttar Pradesh,,stu1310,55506115,11,1
1311,Rosie Woodcock,F,8907045375,9337789681,2011-01-10,2006-09-07,Rosie.Woodcock.1847@school.ac.in,A-,Boris Partridge,Rosemary Pitt,553041,"9,Bhelupur",Safipur,942177000000.0,Uttar Pradesh,,stu1311,55709125,11,1
1312,Alan Blythe,M,7296859962,9374399038,2008-10-26,2007-08-19,Alan.Blythe.7433@school.ac.in,AB+,Mike Kelly,Esmeralda Latham,518615,"50,Gandhi nagar",Naraura,207662000000.0,Uttar Pradesh,,stu1312,33100562,11,1
1313,Rihanna Robinson,F,8220253536,9857704010,2007-06-18,2006-07-27,Rihanna.Robinson.7484@school.ac.in,AB-,Emmanuelle King,Matthew Edmonds,176318,"15,Sadar colony",Sirsi,9776608817.0,Uttar Pradesh,,stu1313,24398215,11,1
1314,Summer Hope,F,9745253643,7027770013,2007-03-03,2010-04-06,Summer.Hope.5097@school.ac.in,A+,Madelyn Hamilton,Rita Archer,834591,"38,Lanka",Najibabad,528436000000.0,Uttar Pradesh,,stu1314,12453026,11,1
1315,Cedrick Wilton,M,7479660179,9867628698,2004-06-17,2005-01-08,Cedrick.Wilton.0213@school.ac.in,A+,Michael Durrant,Melinda Roman,381636,"35,Bhelupur",Sandila,850012000000.0,Uttar Pradesh,,stu1315,22855617,11,1
1316,Brad Needham,M,9150898500,7759137826,2007-03-24,2008-05-06,Brad.Needham.0046@school.ac.in,AB-,John Gordon,Karla Watt,381636,"28,Bhelupur",Sandila,629996000000.0,Uttar Pradesh,,stu1316,47213666,11,1
1317,Maria Mcguire,F,7793543461,7296208486,2012-02-30,2003-08-03,Maria.Mcguire.9111@school.ac.in,O+,Margot Lane,Mya Mould,518615,"20,Gandhi nagar",Naraura,111848000000.0,Uttar Pradesh,,stu1317,99073748,11,1
1318,Manuel Parsons,M,8384002495,8747057852,2011-01-24,2012-09-13,Manuel.Parsons.0992@school.ac.in,O+,Piper Miller,George Brooks,834591,"32,Metro colony",Najibabad,907485000000.0,Uttar Pradesh,,stu1318,53128388,11,1
1319,Rosemary Pitt,F,9164062035,9064098936,2010-04-20,2002-07-22,Rosemary.Pitt.5004@school.ac.in,O+,Abdul Redfern,Barry Farrell,176318,"17,Metro colony",Sirsi,881888000000.0,Uttar Pradesh,,stu1319,35029712,11,1
1320,Carl Gilmore,M,8783603733,9769694118,2009-09-15,2012-11-02,Carl.Gilmore.1280@school.ac.in,AB-,Sylvia Roman,Helen Stone ,223014,"16,Metro colony",Sandi,999560000000.0,Uttar Pradesh,,stu1320,48066099,11,1
1321,Gladys Torres,F,7361121870,9766607783,2012-10-27,2008-12-07,Gladys.Torres.2959@school.ac.in,O+,Martin Wise,Camellia Hood,715128,"26,Bhelupur",Pilkhuwa,181387000000.0,Uttar Pradesh,,stu1321,42661256,11,2
1322,George Vollans,M,9303347394,9725148336,2007-10-28,2004-05-06,George.Vollans.7936@school.ac.in,O+,Kimberly Greenwood,Jacqueline Plant,553041,"50,Sadar colony",Safipur,660153000000.0,Uttar Pradesh,,stu1322,92794249,11,2
1323,Rosie Wilson,F,8731087234,9198232247,2012-08-06,2011-09-24,Rosie.Wilson.4484@school.ac.in,AB-,Makenzie Doherty,Manuel Asher,223014,"28,shastri nagar",Sandi,207102432.0,Uttar Pradesh,,stu1323,38702344,11,2
1324,Selena Khan,F,7181384131,8792276313,2005-04-16,2012-04-17,Selena.Khan.8486@school.ac.in,A-,Joy Bayliss,Payton Blythe,834591,"32,Laxmi nagar",Najibabad,780284000000.0,Uttar Pradesh,,stu1324,16910317,11,2
1325,Bernadette Franks,F,7986941063,8145262288,2012-01-20,2009-03-21,Bernadette.Franks.4274@school.ac.in,AB-,Denis Rodgers,Gemma Darcy,518615,"11,Bhelupur",Naraura,982603000000.0,Uttar Pradesh,,stu1325,67035472,11,2
1326,Tyson Oswald,M,9527092545,7199150278,2005-02-03,2003-06-24,Tyson.Oswald.4556@school.ac.in,AB-,Barry Barclay,Fred Emmett,381636,"49,Sadar colony",Sandila,523363000000.0,Uttar Pradesh,,stu1326,90219293,11,2
